"business_name","business_type","address","city","state","zip","phone","email","contact_name","website","square_url","keywords_found","confidence","search_term_used","date_found","notes"
"Cafebdan","Korean Restaurant","161 Norcross St","Roswell","GA","30075","(678) 526-4933","","","http://www.heartandseoulcafe.com/","https://cafebdan.square.site/","*.square.site","confirmed","site:square.site coffee Roswell GA","2026-03-09",""
"Roscos Coffee","Coffee Shop","11444 Alpharetta Hwy","Roswell","GA","30076","(770) 674-1136","","","https://popscoffeeco.com/","https://roscos-coffee.square.site/","*.square.site","confirmed","site:square.site coffee Roswell GA","2026-03-09",""
"Freshgroundscoffee","Coffee Shop","8420 Holcomb Bridge Rd Suite 220","Alpharetta","GA","30022","(770) 687-2215","","","http://groundandpoundcoffee.com/","https://freshgroundscoffee.square.site/","*.square.site","confirmed","site:square.site coffee shop Roswell GA","2026-03-09",""
"Ordercoffeeclub","Coffee Shop","352 S Atlanta St","Roswell","GA","30075","(770) 645-1149","","","https://landofathousandhills.com/pages/roswell","https://ordercoffeeclub.square.site/","*.square.site","confirmed","site:square.site coffee shop Roswell GA","2026-03-09",""
"Rays Cafe 0525","Seafood Restaurant","1700 Mansell Rd","Alpharetta","GA","30009","(770) 649-0064","","","https://raysatkillercreek.com/","https://rays-cafe-0525.square.site/","*.square.site","confirmed","site:square.site cafe Roswell GA","2026-03-09",""
"Georgispizzeria","Pizza Restaurant","900 Mansell Rd #1","Roswell","GA","30076","(770) 609-8985","","","https://nancyspizza.com/locations/roswell-ga/","https://georgispizzeria.square.site/","*.square.site","confirmed","site:square.site pizza Roswell GA","2026-03-09",""
"Rockyspizzadhs","Pizza Restaurant","1365 4th Ave #3058","Auburn","GA","30011","(770) 682-6111","","","https://www.rockyspizzaauburn.com/","https://rockyspizzadhs.square.site/","*.square.site","confirmed","site:square.site pizza Roswell GA","2026-03-09",""
"Papispizzaandwings","Cuban Restaurant","745 Chastain Rd NW","Kennesaw","GA","30144","(678) 797-0502","","","https://papisgrill.com/","https://papispizzaandwings.square.site/","*.square.site","confirmed","site:square.site pizza Roswell GA","2026-03-09",""
"Pizzeoli","Italian Restaurant","42 Oak St Suite B","Roswell","GA","30075","(404) 441-2609","","","https://zuzzurestaurant.com/","https://pizzeoli.square.site/","*.square.site","confirmed","site:square.site pizza Roswell GA","2026-03-09",""
"Pizzaly","Pizza Restaurant","1132 Canton St","Roswell","GA","30075","(770) 594-8118","","","https://www.instagram.com/carlislespizza/","https://pizzaly.square.site/contact-us","*.square.site","confirmed","site:square.site pizzeria Roswell GA","2026-03-09",""
"Ggs Italian Pizzeria","Italian Restaurant","1660 McLendon Ave NE","Atlanta","GA","30307","(404) 371-0889","","","http://gigisitaliankitchenatl.com/","https://ggs-italian-pizzeria.square.site/","*.square.site","confirmed","site:square.site pizzeria Roswell GA","2026-03-09",""
"Witchwatercoffeeco","Coffee Shop","101 W Ponce de Leon Ave Suite #110-AX","Decatur","GA","30030","(404) 996-3373","","","https://foxtailcoffee.com/","https://witchwatercoffeeco.square.site/","*.square.site","confirmed","site:square.site coffee Decatur GA","2026-03-09",""
"Localgroundz","Coffee Shop","407 N Greenwood St","LaGrange","GA","30240","(706) 298-5442","","","https://localgroundz.com/","https://localgroundz.square.site/","*.square.site","confirmed","site:square.site coffee shop Decatur GA","2026-03-09",""
"Gathering Groundscafe","Cafe","1994 Hosea L Williams Dr NE","Atlanta","GA","30317","(404) 228-7369","","","https://gatheringgroundsaz.com","https://gathering-groundscafe.square.site/","*.square.site","confirmed","site:square.site coffee shop Decatur GA","2026-03-09",""
"Garconsdecafe","Brunch Restaurant","235 Ponce De Leon Pl","Decatur","GA","30030","(470) 881-1004","","","http://pastriesagogo.com/","https://garconsdecafe.square.site/","*.square.site","confirmed","site:square.site cafe Decatur GA","2026-03-09",""
"Geegcafe","Brunch Restaurant","440 N McDonough St","Decatur","GA","30030","(678) 940-0574","","","https://eggharborcafe.com/","https://geegcafe.square.site/","*.square.site","confirmed","site:square.site cafe Decatur GA","2026-03-09",""
"Cedakotascafe","Coffee Shop","101 W Ponce de Leon Ave Suite #110-AX","Decatur","GA","30030","(404) 996-3373","","","https://foxtailcoffee.com/","https://cedakotascafe.square.site/","*.square.site","confirmed","site:square.site cafe Decatur GA","2026-03-09",""
"Chillerscatcafe","Bar And Grill","2920 Ember Dr","Decatur","GA","30034","(404) 621-7388","","","","https://chillerscatcafe.square.site/","*.square.site","confirmed","site:square.site cafe Decatur GA","2026-03-09",""
"Sals Pizza 105163","Pizza Restaurant","308 Main St","Dallas","GA","30132","(770) 443-1492","","","http://www.ordersalspizzamenu.com/","https://sals-pizza-105163.square.site/","*.square.site","confirmed","site:square.site pizza Decatur GA","2026-03-09",""
"Decaturholidaymarketplace","Farmers Market","3000 E Ponce de Leon Ave","Decatur","GA","30030","(404) 377-6400","","","http://www.dekalbfarmersmarket.com/","https://decaturholidaymarketplace.square.site/","*.square.site","confirmed","site:square.site pizzeria Decatur GA","2026-03-09",""
"Grunzoliopizza","Pizza Restaurant","254 W Ponce de Leon Ave","Decatur","GA","30030","","","","https://www.glidepizza.com/decatur","https://grunzoliopizza.square.site/","*.square.site","confirmed","site:square.site pizzeria Decatur GA","2026-03-09",""
